example_id,text,label,diagnosis,procedure,medication,tooth_number,source_type
2960,Tooth 4 diagnosed with pulp infection. canal cleaning recommended and amoxicillin prescribed.,root_canal_form,pulp infection,canal cleaning,amoxicillin,4,synthetic_dental_form_example
2961,Endodontic consultation for tooth 1. Findings: deep cavity. root canal treatment planned; acetaminophen given.,root_canal_form,deep cavity,root canal treatment,acetaminophen,1,synthetic_dental_form_example
2962,Six-week review post periodontal surgery. deep periodontal pockets improving; clindamycin continued for four more weeks.,periodontal_form,deep periodontal pockets,periodontal surgery,clindamycin,8,synthetic_dental_form_example
2963,Tooth 7 with dental abscess treated with canal cleaning over two visits. naproxen given.,root_canal_form,dental abscess,canal cleaning,naproxen,7,synthetic_dental_form_example
2964,Extraction consent obtained for tooth 2. Diagnosis: failed root canal. Medication: chlorhexidine rinse.,extraction_form,failed root canal,tooth extraction,chlorhexidine rinse,2,synthetic_dental_form_example
2965,Periapical radiograph shows chronic apical periodontitis on tooth 7. canal cleaning scheduled; ibuprofen prescribed.,root_canal_form,chronic apical periodontitis,canal cleaning,ibuprofen,7,synthetic_dental_form_example
2966,Six-week review post scaling and root planing. aggressive periodontitis improving; minocycline continued for four more weeks.,periodontal_form,aggressive periodontitis,scaling and root planing,minocycline,23,synthetic_dental_form_example
2967,Pre-whitening assessment for tobacco staining. bleaching treatment recommended; fluoride provided as precaution.,whitening_form,tobacco staining,bleaching treatment,fluoride,12,synthetic_dental_form_example
2968,Radiograph confirmed tooth decay on tooth 15. bonding restoration completed under local anaesthesia with desensitizing gel.,filling_form,tooth decay,bonding restoration,desensitizing gel,15,synthetic_dental_form_example
2969,Endodontic therapy for tooth 3 due to periapical abscess. endodontic retreatment completed under rubber dam. metronidazole advised.,root_canal_form,periapical abscess,endodontic retreatment,metronidazole,3,synthetic_dental_form_example
2970,Treatment plan for underbite. aligner fitting to commence following extractions; orthodontic wax dispensed.,orthodontic_form,underbite,aligner fitting,orthodontic wax,15,synthetic_dental_form_example
2971,Patient scheduled for post extraction care due to dental abscess on tooth 26. metronidazole commenced pre-operatively.,extraction_form,dental abscess,post extraction care,metronidazole,26,synthetic_dental_form_example
2972,Pre-whitening assessment for tetracycline staining. whitening tray fitting recommended; carbamide peroxide provided as precaution.,whitening_form,tetracycline staining,whitening tray fitting,carbamide peroxide,18,synthetic_dental_form_example
2973,Referral for increased tooth mobility. pocket reduction surgery to be conducted under specialist care; chlorhexidine rinse initiated.,periodontal_form,increased tooth mobility,pocket reduction surgery,chlorhexidine rinse,26,synthetic_dental_form_example
2974,Final temporary crown placement on tooth 9 following worn down tooth. Permanent crown cemented; acetaminophen dispensed.,crown_bridge_form,worn down tooth,temporary crown placement,acetaminophen,9,synthetic_dental_form_example
2975,Emergency visit for oral sensitivity. oral examination completed and lidocaine given.,consultation_form,oral sensitivity,oral examination,lidocaine,15,synthetic_dental_form_example
2976,Tooth 23 shows cavity. Dentist completed tooth-colored restoration; fluoride advised for sensitivity.,filling_form,cavity,tooth-colored restoration,fluoride,23,synthetic_dental_form_example
2977,Patient returned for cavity preparation of tooth 15 following small cavity. ibuprofen provided.,filling_form,small cavity,cavity preparation,ibuprofen,15,synthetic_dental_form_example
2978,Referral for crossbite. wire adjustment recommended by specialist; orthodontic wax dispensed.,orthodontic_form,crossbite,wire adjustment,orthodontic wax,17,synthetic_dental_form_example
2979,Periodontal charting shows gingival recession with multiple deep pockets. pocket reduction surgery planned in quadrants; chlorhexidine rinse prescribed.,periodontal_form,gingival recession,pocket reduction surgery,chlorhexidine rinse,5,synthetic_dental_form_example
2980,Severe pain from tooth 28. Diagnosis: pulp exposure. Emergency endodontic retreatment commenced; metronidazole prescribed.,root_canal_form,pulp exposure,endodontic retreatment,metronidazole,28,synthetic_dental_form_example
2981,Crown preparation on tooth 21 for fractured tooth requiring crown. Temporary crown placed; ibuprofen given.,crown_bridge_form,fractured tooth requiring crown,permanent crown cementation,ibuprofen,21,synthetic_dental_form_example
2982,Swelling related to necrotic pulp on tooth 2. Urgent post and core placement for drainage; acetaminophen prescribed.,root_canal_form,necrotic pulp,post and core placement,acetaminophen,2,synthetic_dental_form_example
2983,Probing depths confirm periodontal abscess. scaling and root planing recommended; doxycycline commenced.,periodontal_form,periodontal abscess,scaling and root planing,doxycycline,19,synthetic_dental_form_example
2984,Periodontal assessment found calculus deposits. dental cleaning and mouth rinse plan initiated.,cleaning_form,calculus deposits,dental cleaning,mouth rinse,20,synthetic_dental_form_example
2985,Radiograph confirms severe bone loss affecting tooth 29. surgical extraction performed and penicillin advised post-operatively.,extraction_form,severe bone loss,surgical extraction,penicillin,29,synthetic_dental_form_example
2986,Cavity preparation and temporary filling on tooth 25 for fractured cusp. desensitizing gel dispensed.,filling_form,fractured cusp,temporary filling,desensitizing gel,25,synthetic_dental_form_example
2987,Hygiene therapist performed subgingival scaling for calculus deposits. desensitizing gel recommended for home care.,cleaning_form,calculus deposits,subgingival scaling,desensitizing gel,30,synthetic_dental_form_example
2988,Periodontal assessment reveals aggressive periodontitis. periodontal surgery initiated; ibuprofen prescribed.,periodontal_form,aggressive periodontitis,periodontal surgery,ibuprofen,15,synthetic_dental_form_example
2989,Patient presents with worsening teeth grinding. x ray review carried out; naproxen prescribed.,consultation_form,teeth grinding,x ray review,naproxen,6,synthetic_dental_form_example
2990,Permanent crown preparation delivered for tooth 29. post root canal crown needed previously managed; lidocaine not required beyond today.,crown_bridge_form,post root canal crown needed,crown preparation,lidocaine,29,synthetic_dental_form_example
2991,Retainer fitting following orthodontic assessment. malocclusion successfully corrected. acetaminophen not required beyond today.,orthodontic_form,malocclusion,orthodontic assessment,acetaminophen,10,synthetic_dental_form_example
2992,Clinical consultation: toothache; consultation performed. acetaminophen prescribed.,consultation_form,toothache,consultation,acetaminophen,10,synthetic_dental_form_example
2993,Take-home bleaching treatment kit provided for tetracycline staining. hydrogen peroxide gel prescribed if sensitivity arises.,whitening_form,tetracycline staining,bleaching treatment,hydrogen peroxide gel,27,synthetic_dental_form_example
2994,Midway review. crowded teeth improving with retainer fitting. Wire change scheduled; ibuprofen advised.,orthodontic_form,crowded teeth,retainer fitting,ibuprofen,23,synthetic_dental_form_example
2995,Hygiene appointment completed. Findings: mild periodontitis. Procedure: air polishing. fluoride recommended.,cleaning_form,mild periodontitis,air polishing,fluoride,32,synthetic_dental_form_example
2996,Treatment plan for crowded teeth. aligner fitting to commence following extractions; orthodontic wax dispensed.,orthodontic_form,crowded teeth,aligner fitting,orthodontic wax,23,synthetic_dental_form_example
2997,Final porcelain crown placement on tooth 11 following tooth discoloration. Permanent crown cemented; fluoride dispensed.,crown_bridge_form,tooth discoloration,porcelain crown placement,fluoride,11,synthetic_dental_form_example
2998,Consultation for oral sensitivity. x ray review completed; lidocaine advised.,consultation_form,oral sensitivity,x ray review,lidocaine,14,synthetic_dental_form_example
2999,Extraction consent obtained for tooth 15. Diagnosis: dental abscess. Medication: amoxicillin.,extraction_form,dental abscess,bone grafting post extraction,amoxicillin,15,synthetic_dental_form_example
3000,Emergency visit for bad breath. diagnostic assessment completed and mouth rinse given.,consultation_form,bad breath,diagnostic assessment,mouth rinse,10,synthetic_dental_form_example
3001,Radiograph confirms dental abscess affecting tooth 26. post extraction care performed and naproxen advised post-operatively.,extraction_form,dental abscess,post extraction care,naproxen,26,synthetic_dental_form_example
3002,Swelling related to chronic apical periodontitis on tooth 14. Urgent canal shaping for drainage; acetaminophen prescribed.,root_canal_form,chronic apical periodontitis,canal shaping,acetaminophen,14,synthetic_dental_form_example
3003,Clinical findings confirm severe decay on tooth 30. surgical extraction carried out; chlorhexidine rinse given for pain control.,extraction_form,severe decay,surgical extraction,chlorhexidine rinse,30,synthetic_dental_form_example
3004,Space maintainer placed for overbite. space maintainer placement will begin once permanent teeth erupt; orthodontic wax given.,orthodontic_form,overbite,space maintainer placement,orthodontic wax,27,synthetic_dental_form_example
3005,Periodontal assessment found gum inflammation. deep cleaning and chlorhexidine rinse plan initiated.,cleaning_form,gum inflammation,deep cleaning,chlorhexidine rinse,5,synthetic_dental_form_example
3006,Patient presents with chronic periodontitis. Full mouth flap surgery planned; minocycline prescribed.,periodontal_form,chronic periodontitis,flap surgery,minocycline,7,synthetic_dental_form_example
3007,Broken tooth emergency: severe gum swelling on tooth 2. temporary restoration completed; lidocaine prescribed.,emergency_form,severe gum swelling,temporary restoration,lidocaine,2,synthetic_dental_form_example
3008,Treatment plan for misaligned teeth. space maintainer placement to commence following extractions; ibuprofen dispensed.,orthodontic_form,misaligned teeth,space maintainer placement,ibuprofen,10,synthetic_dental_form_example
